SEC-E03,sector--E03,45000,25000,30,1:2
SEC-E04,sector--E04,45000,35000,30,1:2
SEC-E05,sector--E05,45000,45000,30,1:3
SEC-E06,sector--E06,45000,55000,30,1:2
SEC-E07,sector--E07,45000,65000,30,1:2
SEC-E08,sector--E08,45000,75000,30,1:3
SEC-E09,sector--E09,45000,85000,30,1:3
SEC-E10,sector--E10,45000,95000,30,1:2
SEC-E11,sector--E11,45000,105000,30,1:2
SEC-E12,sector--E12,45000,115000,30,1:3
SEC-E13,sector--E13,45000,125000,30,1:2
SEC-E14,sector--E14,45000,135000,30,1:2
SEC-E15,sector--E15,45000,145000,30,1:2
SEC-F01,sector--F01,55000,5000,30,1:2
SEC-F02,sector--F02,55000,15000,30,1:2
SEC-F03,sector--F03,55000,25000,30,1:2
SEC-F04,sector--F04,55000,35000,30,1:3
SEC-F05,sector--F05,55000,45000,30,1:3
SEC-F06,sector--F06,55000,55000,30,1:3
SEC-F07,sector--F07,55000,65000,30,1:3
SEC-F08,sector--F08,55000,75000,30,1:3
SEC-F09,sector--F09,55000,85000,30,1:3
SEC-F10,sector--F10,55000,95000,30,1:2
SEC-F11,sector--F11,55000,105000,30,1:2
SEC-F12,sector--F12,55000,115000,30,1:2
SEC-F13,sector--F13,55000,125000,30,1:3
SEC-F14,sector--F14,55000,135000,30,1:2
SEC-F15,sector--F15,55000,145000,30,1:2
SEC-G01,sector--G01,65000,5000,30,1:2
SEC-G02,sector--G02,65000,15000,30,1:2
SEC-G03,sector--G03,65000,25000,30,1:2
SEC-G04,sector--G04,65000,35000,30,1:2
SEC-G05,sector--G05,65000,45000,30,1:2
SEC-G06,sector--G06,65000,55000,30,1:3
SEC-G07,sector--G07,65000,65000,30,1:3
SEC-G08,sector--G08,65000,75000,30,1:3
SEC-G09,sector--G09,65000,85000,30,1:2
SEC-G10,sector--G10,65000,95000,30,1:3
SEC-G11,sector--G11,65000,105000,30,1:2
SEC-G12,sector--G12,65000,115000,30,1:3
SEC-G13,sector--G13,65000,125000,30,1:2
SEC-G14,sector--G14,65000,135000,30,1:2
SEC-G15,sector--G15,65000,145000,30,1:2
SEC-H01,sector--H01,75000,5000,30,1:2
SEC-H02,sector--H02,75000,15000,30,1:3
SEC-H03,sector--H03,75000,25000,30,1:2
SEC-H04,sector--H04,75000,35000,30,1:2
SEC-H05,sector--H05,75000,45000,30,1:2
SEC-H06,sector--H06,75000,55000,30,1:3
SEC-H07,sector--H07,75000,65000,30,1:3
SEC-H08,sector--H08,75000,75000,30,1:3
SEC-H09,sector--H09,75000,85000,30,1:2
SEC-H10,sector--H10,75000,95000,30,1:2
SEC-H11,sector--H11,75000,105000,30,1:2
SEC-H12,sector--H12,75000,115000,30,1:2
SEC-H13,sector--H13,75000,125000,30,1:2
SEC-H14,sector--H14,75000,135000,30,1:2
SEC-H15,sector--H15,75000,145000,30,1:2
SEC-I01,sector--I01,85000,5000,30,1:3
SEC-I02,sector--I02,85000,15000,30,1:2
SEC-I03,sector--I03,85000,25000,30,1:3
SEC-I04,sector--I04,85000,35000,30,1:3
SEC-I05,sector--I05,85000,45000,30,1:1
SEC-I06,sector--I06,85000,55000,30,1:1
SEC-I07,sector--I07,85000,65000,30,1:3
SEC-I08,sector--I08,85000,75000,30,1:2
SEC-I09,sector--I09,85000,85000,30,1:2
SEC-I10,sector--I10,85000,95000,30,1:3
SEC-I11,sector--I11,85000,105000,30,1:2
SEC-I12,sector--I12,85000,115000,30,1:2
SEC-I13,sector--I13,85000,125000,30,1:2
SEC-I14,sector--I14,85000,135000,30,1:2
SEC-I15,sector--I15,85000,145000,30,1:2
SEC-J01,sector--J01,95000,5000,30,1:3
SEC-J02,sector--J02,95000,15000,30,1:1
SEC-J03,sector--J03,95000,25000,30,1:1
SEC-J04,sector--J04,95000,35000,30,1:3
SEC-J05,sector--J05,95000,45000,30,1:1
SEC-J06,sector--J06,95000,55000,30,1:3
SEC-J07,sector--J07,95000,65000,30,1:1
SEC-J08,sector--J08,95000,75000,30,1:1
SEC-J09,sector--J09,95000,85000,30,1:1
SEC-J10,sector--J10,95000,95000,30,1:1
SEC-J11,sector--J11,95000,105000,30,1:1
SEC-J12,sector--J12,95000,115000,30,1:1
SEC-J13,sector--J13,95000,125000,30,1:2
SEC-J14,sector--J14,95000,135000,30,1:2
SEC-J15,sector--J15,95000,145000,30,1:2
SEC-K01,sector--K01,105000,5000,30,1:3
SEC-K02,sector--K02,105000,15000,30,1:1
SEC-K03,sector--K03,105000,25000,30,1:1
SEC-K04,sector--K04,105000,35000,30,1:1
SEC-K05,sector--K05,105000,45000,30,1:3
SEC-K06,sector--K06,105000,55000,30,1:1
SEC-K07,sector--K07,105000,65000,30,1:3
SEC-K08,sector--K08,105000,75000,30,1:1
SEC-K09,sector--K09,105000,85000,30,1:3
SEC-K10,sector--K10,105000,95000,30,1:1
SEC-K11,sector--K11,105000,105000,30,1:1
SEC-K12,sector--K12,105000,115000,30,1:1
SEC-K13,sector--K13,105000,125000,30,1:1
SEC-K14,sector--K14,105000,135000,30,1:1
SEC-K15,sector--K15,105000,145000,30,1:1
SEC-L01,sector--L01,115000,5000,30,1:1
SEC-L02,sector--L02,115000,15000,30,1:3
SEC-L03,sector--L03,115000,25000,30,1:1
SEC-L04,sector--L04,115000,35000,30,1:3
SEC-L05,sector--L05,115000,45000,30,1:1
SEC-L06,sector--L06,115000,55000,30,1:3
SEC-L07,sector--L07,115000,65000,30,1:1
SEC-L08,sector--L08,115000,75000,30,1:1
SEC-L09,sector--L09,115000,85000,30,1:1
SEC-L10,sector--L10,115000,95000,30,1:1
SEC-L11,sector--L11,115000,105000,30,1:1
SEC-L12,sector--L12,115000,115000,30,1:1
SEC-L13,sector--L13,115000,125000,30,1:1
SEC-L14,sector--L14,115000,135000,30,1:1
SEC-L15,sector--L15,115000,145000,30,1:1
SEC-M01,sector--M01,125000,5000,30,1:3
SEC-M02,sector--M02,125000,15000,30,1:1
SEC-M03,sector--M03,125000,25000,30,1:1
SEC-M04,sector--M04,125000,35000,30,1:1
SEC-M05,sector--M05,125000,45000,30,1:1
SEC-M06,sector--M06,125000,55000,30,1:1
SEC-M07,sector--M07,125000,65000,30,1:1
SEC-M08,sector--M08,125000,75000,30,1:3
SEC-M09,sector--M09,125000,85000,30,1:1
SEC-M10,sector--M10,125000,95000,30,1:1
SEC-M11,sector--M11,125000,105000,30,1:1
SEC-M12,sector--M12,125000,115000,30,1:1
SEC-M13,sector--M13,125000,125000,30,1:1
SEC-M14,sector--M14,125000,135000,30,1:1
SEC-M15,sector--M15,125000,145000,30,1:1
SEC-N01,sector--N01,135000,5000,30,1:1
SEC-N02,sector--N02,135000,15000,30,1:3
SEC-N03,sector--N03,135000,25000,30,1:1
SEC-N04,sector--N04,135000,35000,30,1:3
SEC-N05,sector--N05,135000,45000,30,1:3
SEC-N06,sector--N06,135000,55000,30,1:1
SEC-N07,sector--N07,135000,65000,30,1:3
SEC-N08,sector--N08,135000,75000,30,1:1
SEC-N09,sector--N09,135000,85000,30,1:1
SEC-N10,sector--N10,135000,95000,30,1:1
SEC-N11,sector--N11,135000,105000,30,1:1
SEC-N12,sector--N12,135000,115000,30,1:1
SEC-N13,sector--N13,135000,125000,30,1:1
SEC-N14,sector--N14,135000,135000,30,1:1
SEC-N15,sector--N15,135000,145000,30,1:1
SEC-O01,sector--O01,145000,5000,30,1:3
SEC-O02,sector--O02,145000,15000,30,1:3
SEC-O03,sector--O03,145000,25000,30,1:1
SEC-O04,sector--O04,145000,35000,30,1:1
SEC-O05,sector--O05,145000,45000,30,1:3
SEC-O06,sector--O06,145000,55000,30,1:1
SEC-O07,sector--O07,145000,65000,30,1:1
SEC-O08,sector--O08,145000,75000,30,1:1
SEC-O09,sector--O09,145000,85000,30,1:1
SEC-O10,sector--O10,145000,95000,30,1:1
SEC-O11,sector--O11,145000,105000,30,1:3
SEC-O12,sector--O12,145000,115000,30,1:1
SEC-O13,sector--O13,145000,125000,30,1:1
SEC-O14,sector--O14,145000,135000,30,1:1
SEC-O15,sector--O15,145000,145000,30,1:3
SEC-P01,sector--P01,155000,5000,30,1:3
SEC-P02,sector--P02,155000,15000,30,1:3
SEC-P03,sector--P03,155000,25000,30,1:3
SEC-P04,sector--P04,155000,35000,30,1:3
SEC-P05,sector--P05,155000,45000,30,1:1
SEC-P06,sector--P06,155000,55000,30,1:1
SEC-P07,sector--P07,155000,65000,30,1:1
SEC-P08,sector--P08,155000,75000,30,1:1
SEC-P09,sector--P09,155000,85000,30,1:1
SEC-P10,sector--P10,155000,95000,30,1:3
SEC-P11,sector--P11,155000,105000,30,1:1
SEC-P12,sector--P12,155000,115000,30,1:1
SEC-P13,sector--P13,155000,125000,30,1:1
SEC-P14,sector--P14,155000,135000,30,1:1
SEC-P15,sector--P15,155000,145000,30,1:1
SEC-Q01,sector--Q01,165000,5000,30,1:3
SEC-Q02,sector--Q02,165000,15000,30,1:3
SEC-Q03,sector--Q03,165000,25000,30,1:3
SEC-Q04,sector--Q04,165000,35000,30,1:3
SEC-Q05,sector--Q05,165000,45000,30,1:3
SEC-Q06,sector--Q06,165000,55000,30,1:1
SEC-Q07,sector--Q07,165000,65000,30,1:3
SEC-Q08,sector--Q08,165000,75000,30,1:1
SEC-Q09,sector--Q09,165000,85000,30,1:1
SEC-Q10,sector--Q10,165000,95000,30,1:1
SEC-Q11,sector--Q11,165000,105000,30,1:3
SEC-Q12,sector--Q12,165000,115000,30,1:3
SEC-Q13,sector--Q13,165000,125000,30,1:1
SEC-Q14,sector--Q14,165000,135000,30,1:3
SEC-Q15,sector--Q15,165000,145000,30,1:3


# Name  KROSNO B12
SUC01,SUM-KROSNO,18976.64,118129.83,-,-,-,-,-:2
CT01,KROSNO,18976.64,118129.83,40,tipo,3,0,40:2
CT01Z0:19710.56,117615.29,1
CT01Z1:17580.57,118586.35,1
CT01Z2:19125.07,118848.54,1

# Name  PSHEMYISL I13
SUC02,SUM-PSHEMYISL,83791.10,127849.21,-,-,-,-,-:2
CT02,PSHEMYISL,83791.10,127849.21,30,tipo,3,0,30:2
CT02Z0:84262.85,129391.47,1
CT02Z1:82879.07,128941.50,1
CT02Z2:85119.19,127518.87,1

# Name  LVOV P14
SUC03,SUM-LVOV,158449.87,132404.70,-,-,-,-,-:1
CT03,LVOV,158449.87,132404.70,40,tipo,3,0,40:1
CT03Z0:157646.06,132070.07,1
CT03Z1:157659.70,133177.35,1
CT03Z2:159225.85,135320.39,1

# Name  NIZHNIE-VOROTA K04
SUC04,SUM-NIZHNIE-VOROTA,104298.83,30617.07,-,-,-,-,-:1
CT04,NIZHNIE-VOROTA,104298.83,30617.07,25,tipo,2,0,25:1
CT04Z0:103467.39,31401.85,1
CT04Z1:104445.90,29536.50,1

# Name  UZHGOROD F02
SUC05,SUM-UZHGOROD,54973.49,15673.99,-,-,-,-,-:2
CT05,UZHGOROD,54973.49,15673.99,35,tipo,4,0,35:2
CT05Z0:55173.95,14890.41,1
CT05Z1:55838.81,16449.46,1
CT05Z2:54089.97,16013.38,1
CT05Z3:53570.43,16919.19,1

# Name  MIHALOVTSZE C03
SUC06,SUM-MIHALOVTSZE,29855.89,28554.83,-,-,-,-,-:2
CT06,MIHALOVTSZE,29855.89,28554.83,30,tipo,3,0,30:2
CT06Z0:30725.09,27767.97,1
CT06Z1:29328.12,27527.25,1
CT06Z2:29140.43,28980.20,1

# Name  SVIDNIK A09
SUC07,SUM-SVIDNIK,9328.10,82172.47,-,-,-,-,-:2
CT07,SVIDNIK,9328.10,82172.47,25,tipo,2,0,25:2
CT07Z0:9545.03,81873.16,1
CT07Z1:9096.83,82765.26,1

# Name  LESKO F10
SUC08,SUM-LESKO,54212.19,96768.42,-,-,-,-,-:2
CT08,LESKO,54212.19,96768.42,30,tipo,3,0,30:2
CT08Z0:54738.02,97191.64,1
CT08Z1:53450.69,96305.97,1
CT08Z2:54264.22,95470.80,1

# Name  BOBERKA I08
SUC09,SUM-BOBERKA,85846.28,70946.04,-,-,-,-,-:2
CT09,BOBERKA,85846.28,70946.04,25,tipo,2,0,25:2
CT09Z0:85826.99,71235.66,1
CT09Z1:86152.56,70373.03,1

# Name  SAMBOR L11
SUC10,SUM-SAMBOR,111236.79,103607.17,-,-,-,-,-:1
CT10,SAMBOR,111236.79,103607.17,25,tipo,3,0,25:1
CT10Z0:111572.22,104180.32,1
CT10Z1:111361.07,103100.00,1
CT10Z2:110021.81,103117.71,1

# Name  SUDOVAYA M13
SUC11,SUM-SUDOVAYA,120910.04,128777.83,-,-,-,-,-:1
CT11,SUDOVAYA,120910.04,128777.83,25,tipo,2,0,25:1
CT11Z0:120858.15,128253.77,1
CT11Z1:120668.13,129297.44,1

# Name  ORYAVA L05
SUC12,SUM-ORYAVA,117822.12,44053.96,-,-,-,-,-:1
CT12,ORYAVA,117822.12,44053.96,25,tipo,1,0,25:1
CT12Z0:117896.21,43850.50,1

# Name  UZHOK I06
SUC13,SUM-UZHOK,89598.01,51273.35,-,-,-,-,-:1
CT13,UZHOK,89598.01,51273.35,25,tipo,1,0,25:1
CT13Z0:89112.18,51217.71,1

# Name  VYISHKOV O03
SUC14,SUM-VYISHKOV,141616.50,27927.21,-,-,-,-,-:1
CT14,VYISHKOV,141616.50,27927.21,25,tipo,2,0,25:1
CT14Z0:142016.62,28429.10,1
CT14Z1:141484.06,27557.74,1

# Name  STRYI O08
SUC15,SUM-STRYI,149287.60,78186.11,-,-,-,-,-:1
CT15,STRYI,149287.60,78186.11,25,tipo,3,0,25:1
CT15Z0:149732.19,78900.05,1
CT15Z1:148851.74,77045.26,1
CT15Z2:151054.25,78101.44,1

# Name  KRAKOVETSZ K15
SUC16,SUM-KRAKOVETSZ,106390.59,145557.63,-,-,-,-,-:1
CT16,KRAKOVETSZ,106390.59,145557.63,20,tipo,1,0,20:1
CT16Z0:106496.71,145229.72,1

# Name  USTSHIKI H10
SUC17,SUM-USTSHIKI,71624.31,94713.86,-,-,-,-,-:2
CT17,USTSHIKI,71624.31,94713.86,20,tipo,2,0,20:2
CT17Z0:71396.76,93638.23,1
CT17Z1:71445.62,94889.38,1

# Name  PERECHIN G03
SUC18,SUM-PERECHIN,64906.67,27438.54,-,-,-,-,-:2
CT18,PERECHIN,64906.67,27438.54,25,tipo,3,0,25:2
CT18Z0:66106.44,27388.49,1
CT18Z1:63796.13,27388.90,1
CT18Z2:64803.91,26422.82,1

# Name  KASHKOVTSZE D06
SUC19,SUM-KASHKOVTSZE,31479.15,56888.22,-,-,-,-,-:2
CT19,KASHKOVTSZE,31479.15,56888.22,25,tipo,1,0,25:2
CT19Z0:31429.42,56834.45,1

# Name  HYIROV I11
SUC20,SUM-HYIROV,87668.55,104205.63,-,-,-,-,-:2
CT20,HYIROV,87668.55,104205.63,25,tipo,3,0,25:2
CT20Z0:86131.37,103240.74,1
CT20Z1:87422.08,104061.87,1
CT20Z2:88725.77,104537.87,1

# Name  DROGOBYICH N09
SUC21,SUM-DROGOBYICH,131093.03,87446.82,-,-,-,-,-:1
CT21,DROGOBYICH,131093.03,87446.82,25,tipo,2,0,25:1
CT21Z0:132096.65,87736.89,1
CT21Z1:130889.09,86411.73,1

# Name  DYINUV E13
SUC22,SUM-DYINUV,48482.01,129880.93,-,-,-,-,-:2
CT22,DYINUV,48482.01,129880.93,20,tipo,1,0,20:2
CT22Z0:48346.86,129553.30,1

# Name  PRUHNIK G14
SUC23,SUM-PRUHNIK,66251.09,139089.42,-,-,-,-,-:2
CT23,PRUHNIK,66251.09,139089.42,20,tipo,1,0,20:2
CT23Z0:66603.75,139219.58,1

# Name  KRUKENICHI K12
SUC24,SUM-KRUKENICHI,107985.91,119000.59,-,-,-,-,-:1
CT24,KRUKENICHI,107985.91,119000.59,20,tipo,1,0,20:1
CT24Z0:107698.65,119364.34,1

# Name  KRUSHEINITSA M07
SUC25,SUM-KRUSHEINITSA,125274.11,68147.88,-,-,-,-,-:1
CT25,KRUSHEINITSA,125274.11,68147.88,20,tipo,2,0,20:1
CT25Z0:124629.96,68478.36,1
CT25Z1:125865.09,67260.85,1

# Name  TURE K08
SUC26,SUM-TURE,104589.79,79087.59,-,-,-,-,-:1
CT26,TURE,104589.79,79087.59,20,tipo,2,0,20:1
CT26Z0:104197.48,78331.56,1
CT26Z1:104863.82,79677.91,1

# Name  DOLINA Q06
SUC27,SUM-DOLINA,161199.21,51416.55,-,-,-,-,-:1
CT27,DOLINA,161199.21,51416.55,25,tipo,2,0,25:1
CT27Z0:160877.83,51272.61,1
CT27Z1:164115.04,51979.37,1

# Name  TRUKHANOV N06
SUC28,SUM-TRUKHANOV,138768.21,58035.54,-,-,-,-,-:1
CT28,TRUKHANOV,138768.21,58035.54,20,tipo,1,0,20:1
CT28Z0:138645.36,58091.07,1

# Name  SVALYAVA J02
SUC29,SUM-SVALYAVA,98285.20,10691.94,-,-,-,-,-:1
CT29,SVALYAVA,98285.20,10691.94,25,tipo,2,0,25:1
CT29Z0:98139.91,9954.43,1
CT29Z1:97382.54,11115.16,1

poblado,KROSNO,sector--B12
poblado,PSHEMYISL,sector--I13
poblado,LVOV,sector--P14
poblado,NIZHNIE-VOROTA,sector--K04
poblado,UZHGOROD,sector--F02
poblado,MIHALOVTSZE,sector--C03
poblado,SVIDNIK,sector--A09
poblado,LESKO,sector--F10
poblado,BOBERKA,sector--I08
poblado,SAMBOR,sector--L11
poblado,SUDOVAYA,sector--M13
poblado,ORYAVA,sector--L05
poblado,UZHOK,sector--I06
poblado,VYISHKOV,sector--O03
poblado,STRYI,sector--O08
poblado,KRAKOVETSZ,sector--K15
poblado,USTSHIKI,sector--H10
poblado,PERECHIN,sector--G03
poblado,KASHKOVTSZE,sector--D06
poblado,HYIROV,sector--I11
poblado,DROGOBYICH,sector--N09
poblado,DYINUV,sector--E13
poblado,PRUHNIK,sector--G14
poblado,KRUKENICHI,sector--K12
poblado,KRUSHEINITSA,sector--M07
poblado,TURE,sector--K08
poblado,DOLINA,sector--Q06
poblado,TRUKHANOV,sector--N06
poblado,SVALYAVA,sector--J02


